53.04446709	5.257437691
51.24468773	1.570537954
51.54783495	3.139525976
49.26715959	4.705415666
49.33698732	6.266661678
49.47244703	7.821723252
49.83029959	9.369065729
47.73725335	10.90716207
50.44067881	12.43449436
47.36192737	13.9495553
48.75109069	15.45084972
47.55849279	16.93689601
46.77216954	18.40622763
45.46363763	19.85739453
44.64800009	21.28896458
45.82526686	22.69952499
43.73908266	24.08768371
43.80492964	25.45207079
42.80855897	26.79133975
41.3252733	28.10416889
40.48492509	29.38926261
37.26755288	30.64535268
40.41717154	31.87119949
40.38661044	33.06559327
35.60823767	34.2273553
33.5225364	35.35533906
34.61873457	36.44843137
31.0784619	37.50555348
31.50815663	38.52566214
32.00200595	39.50775062
29.97177835	40.45084972
27.82183055	41.35402871
27.39443339	42.21639628
24.94421197	43.03710135
24.53219387	43.815334
22.94265303	44.55032621
21.45051066	45.24135262
19.42163417	45.88773128
17.9575941	46.48882429
16.32394654	47.04403845
14.64727022	47.55282581
13.23045258	48.01468428
9.684774075	48.42915806
11.75671363	48.7958381
10.88743258	49.11436254
7.035705306	49.38441703
5.943473807	49.60573507
3.403786194	49.77809823
1.297082196	49.90133642
3.855653407	49.97532802
-1.074386916	50
-2.520690058	49.97532802
-3.350739017	49.90133642
-6.227053503	49.77809823
-6.522112664	49.60573507
-7.281068246	49.38441703
-10.00363526	49.11436254
-9.330746561	48.7958381
-14.45279436	48.42915806
-15.66864589	48.01468428
-17.00922367	47.55282581
-17.29449531	47.04403845
-17.54913324	46.48882429
-18.9100208	45.88773128
-21.9230905	45.24135262
-21.67828219	44.55032621
-24.71642506	43.815334
-26.15357656	43.03710135
-25.99937393	42.21639628
-28.57187781	41.35402871
-28.48095327	40.45084972
-32.05249242	39.50775062
-32.98147478	38.52566214
-33.23651302	37.50555348
-34.02723836	36.44843137
-34.54282449	35.35533906
-36.72852003	34.2273553
-36.44963036	33.06559327
-38.92026096	31.87119949
-40.62936596	30.64535268
-40.44484996	29.38926261
-40.89804761	28.10416889
-41.4303808	26.79133975
-44.03488605	25.45207079
-43.00494212	24.08768371
-46.2693824	22.69952499
-43.79542197	21.28896458
-46.79739309	19.85739453
-47.29569124	18.40622763
-46.97835551	16.93689601
-45.41088803	15.45084972
-48.56901523	13.9495553
-47.90753963	12.43449436
-48.08319602	10.90716207
-49.24209002	9.369065729
-50.35766047	7.821723252
-50.27627949	6.266661678
-47.82675838	4.705415666
-52.6033559	3.139525976
-49.4798625	1.570537954
-49.78539746	-1.60787E-14
-50.7585622	-1.570537954
-49.51167341	-3.139525976
-49.48220781	-4.705415666
-48.58656728	-6.266661678
-50.27777449	-7.821723252
-49.37181795	-9.369065729
-50.16329397	-10.90716207
-48.48306809	-12.43449436
-46.87791613	-13.9495553
-46.34392457	-15.45084972
-47.24249484	-16.93689601
-47.24910986	-18.40622763
-46.50697657	-19.85739453
-46.32523329	-21.28896458
-45.24844977	-22.69952499
-43.62670088	-24.08768371
-42.82990513	-25.45207079
-40.61288601	-26.79133975
-40.97325269	-28.10416889
-40.54187373	-29.38926261
-39.61193178	-30.64535268
-40.9724574	-31.87119949
-38.74214278	-33.06559327
-35.51746945	-34.2273553
-35.4946388	-35.35533906
-34.79102522	-36.44843137
-33.06746285	-37.50555348
-32.6255286	-38.52566214
-30.73912844	-39.50775062
-29.40618174	-40.45084972
-26.3530954	-41.35402871
-26.43907308	-42.21639628
-23.51626578	-43.03710135
-25.08846269	-43.815334
-22.34941409	-44.55032621
-23.26340806	-45.24135262
-19.45519276	-45.88773128
-16.90921828	-46.48882429
-18.96273465	-47.04403845
-15.01848408	-47.55282581
-13.82675529	-48.01468428
-12.64694083	-48.42915806
-11.83030053	-48.7958381
-10.07891175	-49.11436254
-6.794582298	-49.38441703
-6.14503227	-49.60573507
-5.018265552	-49.77809823
-4.094462944	-49.90133642
-0.410211721	-49.97532802
0.564030757	-50
1.358477242	-49.97532802
2.647797208	-49.90133642
4.236195941	-49.77809823
7.206996644	-49.60573507
7.612160378	-49.38441703
10.49043096	-49.11436254
9.626978394	-48.7958381
11.70995777	-48.42915806
13.99618741	-48.01468428
15.45057391	-47.55282581
16.98660835	-47.04403845
18.87569801	-46.48882429
19.7039757	-45.88773128
20.18333387	-45.24135262
22.79500105	-44.55032621
22.87010383	-43.815334
25.27299781	-43.03710135
28.05715441	-42.21639628
28.22999236	-41.35402871
29.23536538	-40.45084972
30.43638949	-39.50775062
32.20552397	-38.52566214
34.03258667	-37.50555348
33.73365813	-36.44843137
35.2574573	-35.35533906
36.84616123	-34.2273553
35.80214867	-33.06559327
37.56961464	-31.87119949
38.26963965	-30.64535268
41.27529477	-29.38926261
40.86737361	-28.10416889
41.41369583	-26.79133975
41.83247533	-25.45207079
43.56923453	-24.08768371
43.97183221	-22.69952499
45.6639059	-21.28896458
45.77039322	-19.85739453
46.98546449	-18.40622763
46.81498051	-16.93689601
47.07378402	-15.45084972
46.57031058	-13.9495553
47.93588023	-12.43449436
49.87601752	-10.90716207
49.97062806	-9.369065729
49.11842479	-7.821723252
49.59409141	-6.266661678
50.00702697	-4.705415666
48.81650499	-3.139525976
50.07187283	-1.570537954
48.55403776	3.21574E-14
32.81671667	-10.47871619
27.46497566	0.942322772
29.86709233	1.883715586
31.73531118	2.8232494
28.84180773	3.759997007
30.91738153	4.693033951
28.63890272	5.621439438
28.08275159	6.544297242
29.96209293	7.460696615
28.81922309	8.369733181
27.1816359	9.270509831
29.27398009	10.16213761
27.50381467	11.04373658
28.9886889	11.91443672
27.06622459	12.77337875
28.34958286	13.61971499
24.2703506	14.45261022
25.48518251	15.27124247
22.96803669	16.07480385
24.56545465	16.86250134
24.54763493	17.63355757
22.80160079	18.38721161
24.38022663	19.12271969
22.97225462	19.83935596
20.6537626	20.53641318
21.88031775	21.21320344
20.35490986	21.86905882
19.84034417	22.50333209
17.8083007	23.11539728
18.55087065	23.70465037
17.81147645	24.27050983
17.12737671	24.81241723
15.61034601	25.32983777
15.26429342	25.82226081
13.74662593	26.2892004
13.48110936	26.73019573
13.64430421	27.14481157
10.96800122	27.53263877
12.14019396	27.89329458
10.00615425	28.22642307
7.414063141	28.53169549
8.630463968	28.80881057
7.608537157	29.05749483
5.33668962	29.27750286
5.412398047	29.46861752
4.80181646	29.63065022
4.714200227	29.76344104
3.709356229	29.86685894
3.299652297	29.94080185
0.539884255	29.98519681
0.649666367	30
1.560822383	29.98519681
-1.191723443	29.94080185
-3.293004409	29.86685894
-2.172628768	29.76344104
-3.274766254	29.63065022
-5.941014996	29.46861752
-5.846695214	29.27750286
-6.891207487	29.05749483
-8.361049495	28.80881057
-10.84234568	28.53169549
-10.16951075	28.22642307
-11.65758386	27.89329458
-12.43739064	27.53263877
-13.25952678	27.14481157
-11.90548015	26.73019573
-14.09135687	26.2892004
-16.31313862	25.82226081
-18.09193551	25.32983777
-18.08213227	24.81241723
-18.11036361	24.27050983
-18.91171303	23.70465037
-18.62422698	23.11539728
-22.00998346	22.50333209
-20.1254838	21.86905882
-21.58060541	21.21320344
-21.77705174	20.53641318
-23.73463853	19.83935596
-22.50701475	19.12271969
-23.71338365	18.38721161
-26.3366348	17.63355757
-23.45056004	16.86250134
-26.03284856	16.07480385
-25.70603007	15.27124247
-25.29269192	14.45261022
-26.98153243	13.61971499
-27.26917414	12.77337875
-28.10578353	11.91443672
-27.33224307	11.04373658
-26.45151485	10.16213761
-28.28638325	9.270509831
-28.64995845	8.369733181
-30.09841231	7.460696615
-29.19072154	6.544297242
-30.24462587	5.621439438
-30.99295609	4.693033951
-31.47332371	3.759997007
-28.75324439	2.8232494
-30.01184822	1.883715586
-31.15433041	0.942322772
-29.81197137	-9.64723E-15
-30.27018471	-0.942322772
-28.16105208	-1.883715586
-29.84400077	-2.8232494
-30.01367207	-3.759997007
-28.66302529	-4.693033951
-29.48601177	-5.621439438
-28.89963272	-6.544297242
-28.64937259	-7.460696615
-28.21871837	-8.369733181
-28.09206159	-9.270509831
-27.68155461	-10.16213761
-28.9253275	-11.04373658
-26.9685836	-11.91443672
-28.52683532	-12.77337875
-27.23599527	-13.61971499
-25.95371674	-14.45261022
-25.96539302	-15.27124247
-27.97540753	-16.07480385
-25.02163275	-16.86250134
-25.24712229	-17.63355757
-23.76246432	-18.38721161
-22.43658085	-19.12271969
-22.04272198	-19.83935596
-20.72327707	-20.53641318
-21.89193094	-21.21320344
-20.44283062	-21.86905882
-20.63637411	-22.50333209
-19.37091615	-23.11539728
-18.84652484	-23.70465037
-17.90263989	-24.27050983
-16.54274351	-24.81241723
-14.50330908	-25.32983777
-15.45191026	-25.82226081
-13.42291594	-26.2892004
